ticket_id,source,category,subcategory,priority,sla_target_hours,created_at,closed_at,resolution_hours,status,description
10527,UWA Lab B,Install,Rack,Medium,48,2025-07-30 09:29:00,2025-07-31 03:40:24.024707,18.2,Closed,Performance degradation observed on rack during peak hours.
10528,Perth Airport T4,Install,Config,Low,72,2025-07-30 08:05:00,2025-07-30 23:11:56.693499,15.1,Closed,Deployment blocker: config fails post‑install validation.
10529,UWA Lab B,Account,Password reset,Medium,48,2025-07-30 16:10:00,2025-07-30 16:40:00,0.5,Closed,Deployment blocker: password reset fails post‑install validation.
10530,IKEA Perth,Install,Site survey,Low,72,2025-07-31 14:18:00,2025-08-02 05:41:09.591940,39.4,Closed,Reported issue with site survey causing intermittent failures.
10531,Perth Airport T4,Install,Rack,Medium,48,2025-07-31 14:31:00,2025-08-01 20:37:08.716654,30.1,Closed,"Access error related to rack, needs privilege review."
10532,IKEA Perth,Install,Config,Low,72,2025-07-31 16:38:00,,,Open,"Access error related to config, needs privilege review."
10533,Perth Airport T4,Network,AP install,Low,72,2025-07-31 09:54:00,,,Open,"Access error related to ap install, needs privilege review."
10534,UWA Lab A,Install,Site survey,High,24,2025-07-31 16:42:00,2025-08-03 05:14:29.762030,60.5,Closed,"Access error related to site survey, needs privilege review."
10535,IKEA Perth,Account,Permissions,Urgent,8,2025-07-31 12:59:00,,,Open,Request to configure permissions and verify connectivity.
10536,Perth Airport T4,Hardware,Scanner,High,24,2025-07-31 08:44:00,2025-08-01 07:32:58.854348,22.8,Closed,Request to configure scanner and verify connectivity.
10537,IKEA Perth,Hardware,Desktop,Medium,48,2025-07-31 17:33:00,2025-08-02 00:45:04.025141,31.2,Closed,Deployment blocker: desktop fails post‑install validation.
10538,UWA Lab B,Install,Site survey,Medium,48,2025-08-01 12:59:00,2025-08-02 08:00:40.979969,19.0,Closed,"Access error related to site survey, needs privilege review."
10539,UWA Lab B,Hardware,Scanner,High,24,2025-08-01 10:45:00,2025-08-02 15:02:42.948591,28.3,Closed,Scanner not responding; user reports frequent timeouts.
10540,UWA Lab B,Network,WiFi,Medium,48,2025-08-01 13:26:00,,,Open,Request to configure wifi and verify connectivity.
10541,Perth Airport T4,Hardware,Desktop,Medium,48,2025-08-01 11:50:00,2025-08-02 13:41:43.757409,25.9,Closed,Request to configure desktop and verify connectivity.
10542,Perth Airport T4,Hardware,Laptop,Low,72,2025-08-01 07:53:00,2025-08-01 21:04:20.014531,13.2,Closed,Request to configure laptop and verify connectivity.
10543,UWA Lab B,Install,Config,High,24,2025-08-01 14:09:00,2025-08-02 21:46:09.155713,31.6,Closed,"Access error related to config, needs privilege review."
10544,UWA Lab B,Install,Config,High,24,2025-08-01 17:20:00,2025-08-03 02:34:03.055002,33.2,Closed,Reported issue with config causing intermittent failures.
10545,UWA Lab A,Network,Switch,Low,72,2025-08-01 12:24:00,2025-08-03 17:16:33.158443,52.9,Closed,Switch not responding; user reports frequent timeouts.
10546,IKEA Perth,Hardware,Scanner,Medium,48,2025-08-01 12:45:00,,,Open,Deployment blocker: scanner fails post‑install validation.
10547,UWA Lab A,Hardware,Desktop,Medium,48,2025-08-02 10:33:00,2025-08-02 21:01:20.400952,10.5,Closed,Reported issue with desktop causing intermittent failures.
10548,IKEA Perth,Network,WiFi,High,24,2025-08-02 15:09:00,2025-08-03 21:05:05.686177,29.9,Closed,Deployment blocker: wifi fails post‑install validation.
10549,UWA Lab A,Account,Permissions,High,24,2025-08-02 15:43:00,2025-08-03 12:34:20.735267,20.9,Closed,Permissions not responding; user reports frequent timeouts.
10550,UWA Lab B,Account,MFA,Medium,48,2025-08-02 17:54:00,2025-08-03 01:21:38.956146,7.5,Closed,Reported issue with mfa causing intermittent failures.
10551,Perth Airport T4,Hardware,Printer,Medium,48,2025-08-03 11:01:00,2025-08-04 04:56:25.678522,17.9,Closed,Request to configure printer and verify connectivity.
10552,UWA Lab A,Account,Password reset,Low,72,2025-08-03 17:07:00,2025-08-03 22:37:55.623520,5.5,Closed,Password reset not responding; user reports frequent timeouts.
10553,Perth Airport T4,Network,WiFi,Low,72,2025-08-03 12:17:00,2025-08-04 18:53:08.349040,30.6,Closed,Performance degradation observed on wifi during peak hours.
10554,IKEA Perth,Install,Rack,Low,72,2025-08-03 09:01:00,2025-08-04 00:41:02.795541,15.7,Closed,Performance degradation observed on rack during peak hours.
10555,Perth Airport T4,Network,WiFi,Medium,48,2025-08-04 16:40:00,2025-08-06 08:57:52.415646,40.3,Closed,Performance degradation observed on wifi during peak hours.
10556,UWA Lab A,Hardware,Laptop,Low,72,2025-08-04 08:59:00,2025-08-05 04:25:12.759082,19.4,Closed,Deployment blocker: laptop fails post‑install validation.
10557,UWA Lab B,Hardware,Printer,Low,72,2025-08-04 17:45:00,2025-08-05 19:31:51.936714,25.8,Closed,Deployment blocker: printer fails post‑install validation.
10558,UWA Lab A,Install,Rack,High,24,2025-08-05 12:29:00,2025-08-06 07:38:11.316360,19.2,Closed,Reported issue with rack causing intermittent failures.
10559,UWA Lab B,Hardware,Laptop,Medium,48,2025-08-05 16:36:00,2025-08-07 15:30:39.067345,46.9,Closed,Reported issue with laptop causing intermittent failures.
10560,UWA Lab A,Hardware,Printer,Medium,48,2025-08-05 16:26:00,2025-08-06 15:01:31.505721,22.6,Closed,Printer not responding; user reports frequent timeouts.
10561,UWA Lab B,Hardware,Scanner,Low,72,2025-08-05 16:27:00,2025-08-06 10:50:36.685758,18.4,Closed,Deployment blocker: scanner fails post‑install validation.
10562,IKEA Perth,Hardware,Laptop,Low,72,2025-08-05 14:07:00,2025-08-06 01:33:18.412150,11.4,Closed,Deployment blocker: laptop fails post‑install validation.
10563,IKEA Perth,Hardware,Scanner,Low,72,2025-08-06 16:06:00,2025-08-06 23:41:21.960353,7.6,Closed,"Access error related to scanner, needs privilege review."
10564,UWA Lab A,Account,MFA,Medium,48,2025-08-06 16:57:00,2025-08-06 23:33:06.046621,6.6,Closed,Reported issue with mfa causing intermittent failures.
10565,IKEA Perth,Account,Permissions,Medium,48,2025-08-06 16:36:00,2025-08-06 22:23:29.578539,5.8,Closed,Permissions not responding; user reports frequent timeouts.
10566,UWA Lab A,Account,MFA,Medium,48,2025-08-06 13:45:00,2025-08-07 02:07:18.998573,12.4,Closed,Request to configure mfa and verify connectivity.
10567,UWA Lab B,Install,Cabling,High,24,2025-08-06 07:23:00,2025-08-07 07:07:50.669966,23.7,Closed,Reported issue with cabling causing intermittent failures.
10568,Perth Airport T4,Network,Switch,High,24,2025-08-06 13:40:00,2025-08-07 23:47:12.227750,34.1,Closed,Deployment blocker: switch fails post‑install validation.
10569,IKEA Perth,Hardware,Scanner,Medium,48,2025-08-06 10:35:00,2025-08-07 01:17:58.369267,14.7,Closed,Request to configure scanner and verify connectivity.
10570,UWA Lab A,Install,Rack,Urgent,8,2025-08-06 14:42:00,2025-08-08 02:15:29.340585,35.6,Closed,Rack not responding; user reports frequent timeouts.
10571,UWA Lab B,Network,VPN,High,24,2025-08-06 13:39:00,2025-08-07 18:01:33.002151,28.4,Closed,"Access error related to vpn, needs privilege review."
10572,UWA Lab B,Hardware,Scanner,Medium,48,2025-08-07 10:45:00,2025-08-08 07:57:31.102509,21.2,Closed,Deployment blocker: scanner fails post‑install validation.
10573,Perth Airport T4,Install,Site survey,Urgent,8,2025-08-07 12:07:00,2025-08-09 02:26:01.248850,38.3,Closed,Performance degradation observed on site survey during peak hours.
10574,UWA Lab B,Network,Switch,Medium,48,2025-08-07 17:47:00,2025-08-08 11:38:14.049290,17.9,Closed,Performance degradation observed on switch during peak hours.
10575,Perth Airport T4,Network,Switch,High,24,2025-08-07 07:30:00,2025-08-08 13:29:45.103038,30.0,Closed,Deployment blocker: switch fails post‑install validation.
10576,UWA Lab B,Hardware,Laptop,Medium,48,2025-08-07 16:47:00,2025-08-09 12:18:04.880219,43.5,Closed,"Access error related to laptop, needs privilege review."
10577,IKEA Perth,Network,VPN,Medium,48,2025-08-07 11:51:00,2025-08-08 13:09:06.484387,25.3,Closed,Reported issue with vpn causing intermittent failures.
10578,IKEA Perth,Network,WiFi,Medium,48,2025-08-07 11:00:00,2025-08-09 05:46:19.293856,42.8,Closed,"Access error related to wifi, needs privilege review."
10579,UWA Lab B,Network,AP install,Medium,48,2025-08-07 10:31:00,2025-08-09 06:20:56.745977,43.8,Closed,"Access error related to ap install, needs privilege review."
10580,Perth Airport T4,Install,Site survey,Urgent,8,2025-08-07 13:49:00,2025-08-08 11:25:20.188698,21.6,Closed,Performance degradation observed on site survey during peak hours.
10581,IKEA Perth,Account,Password reset,Medium,48,2025-08-08 07:41:00,2025-08-08 09:23:19.587911,1.7,Closed,Reported issue with password reset causing intermittent failures.
10582,UWA Lab B,Network,VPN,Medium,48,2025-08-08 10:24:00,2025-08-08 21:57:36.222319,11.6,Closed,Deployment blocker: vpn fails post‑install validation.
10583,UWA Lab B,Hardware,Desktop,Low,72,2025-08-08 14:24:00,2025-08-09 08:46:09.986929,18.4,Closed,"Access error related to desktop, needs privilege review."
10584,Perth Airport T4,Account,Password reset,High,24,2025-08-08 17:54:00,2025-08-08 18:24:00,0.5,Closed,Request to configure password reset and verify connectivity.
10585,UWA Lab A,Network,WiFi,Medium,48,2025-08-08 17:47:00,2025-08-09 08:22:36.750712,14.6,Closed,Performance degradation observed on wifi during peak hours.
10586,UWA Lab A,Hardware,Desktop,Medium,48,2025-08-08 08:00:00,2025-08-09 12:01:59.144424,28.0,Closed,"Access error related to desktop, needs privilege review."
10587,UWA Lab A,Network,VPN,Low,72,2025-08-08 10:02:00,,,Open,Reported issue with vpn causing intermittent failures.
10588,Perth Airport T4,Network,AP install,Medium,48,2025-08-08 17:36:00,2025-08-11 09:51:58.233736,64.3,Closed,AP install not responding; user reports frequent timeouts.
10589,UWA Lab A,Account,MFA,Medium,48,2025-08-09 17:29:00,2025-08-10 09:34:28.573773,16.1,Closed,Request to configure mfa and verify connectivity.
10590,UWA Lab A,Account,Permissions,Low,72,2025-08-09 07:16:00,2025-08-09 20:10:42.784012,12.9,Closed,Request to configure permissions and verify connectivity.
10591,UWA Lab B,Network,WiFi,Urgent,8,2025-08-09 13:11:00,2025-08-10 20:50:15.894663,31.7,Closed,Reported issue with wifi causing intermittent failures.
10592,IKEA Perth,Network,VPN,Medium,48,2025-08-09 07:04:00,2025-08-10 14:09:11.211403,31.1,Closed,Performance degradation observed on vpn during peak hours.
10593,UWA Lab B,Account,Password reset,Low,72,2025-08-10 07:42:00,2025-08-10 18:54:35.341337,11.2,Closed,Password reset not responding; user reports frequent timeouts.
10594,Perth Airport T4,Account,MFA,Medium,48,2025-08-10 08:34:00,2025-08-10 23:02:43.801294,14.5,Closed,Deployment blocker: mfa fails post‑install validation.
10595,Perth Airport T4,Install,Config,Medium,48,2025-08-10 12:21:00,2025-08-11 07:46:50.375553,19.4,Closed,Deployment blocker: config fails post‑install validation.
10596,UWA Lab A,Network,WiFi,Medium,48,2025-08-10 11:41:00,2025-08-11 16:04:01.652709,28.4,Closed,"Access error related to wifi, needs privilege review."
10597,UWA Lab A,Install,Rack,Medium,48,2025-08-11 17:44:00,2025-08-12 15:08:09.721508,21.4,Closed,Reported issue with rack causing intermittent failures.
10598,IKEA Perth,Install,Config,Low,72,2025-08-11 14:24:00,2025-08-12 13:32:57.911469,23.1,Closed,"Access error related to config, needs privilege review."
10599,UWA Lab B,Account,MFA,Urgent,8,2025-08-11 12:50:00,2025-08-12 19:52:21.817176,31.0,Closed,Deployment blocker: mfa fails post‑install validation.
10600,IKEA Perth,Network,VPN,Medium,48,2025-08-12 14:41:00,,,Open,"Access error related to vpn, needs privilege review."
10601,Perth Airport T4,Network,AP install,Low,72,2025-08-12 08:29:00,2025-08-13 23:13:55.848565,38.7,Closed,"Access error related to ap install, needs privilege review."
10602,Perth Airport T4,Network,WiFi,Medium,48,2025-08-12 13:21:00,2025-08-13 16:38:16.955440,27.3,Closed,Performance degradation observed on wifi during peak hours.
10603,Perth Airport T4,Account,MFA,Urgent,8,2025-08-12 09:20:00,2025-08-12 16:29:53.194622,7.2,Closed,MFA not responding; user reports frequent timeouts.
10604,IKEA Perth,Account,Permissions,Low,72,2025-08-12 12:35:00,2025-08-12 22:11:10.757980,9.6,Closed,Permissions not responding; user reports frequent timeouts.
10605,UWA Lab B,Network,WiFi,High,24,2025-08-13 07:00:00,2025-08-15 15:28:33.645804,56.5,Closed,Reported issue with wifi causing intermittent failures.
10606,UWA Lab A,Account,Permissions,Medium,48,2025-08-13 10:09:00,2025-08-13 21:47:40.484075,11.6,Closed,"Access error related to permissions, needs privilege review."
10607,IKEA Perth,Hardware,Desktop,Medium,48,2025-08-13 14:39:00,2025-08-14 02:09:26.742787,11.5,Closed,Performance degradation observed on desktop during peak hours.
10608,UWA Lab A,Install,Site survey,Medium,48,2025-08-13 08:39:00,2025-08-14 02:59:16.419000,18.3,Closed,"Access error related to site survey, needs privilege review."
10609,IKEA Perth,Hardware,Scanner,Low,72,2025-08-13 09:43:00,2025-08-14 00:31:38.412598,14.8,Closed,Deployment blocker: scanner fails post‑install validation.
10610,Perth Airport T4,Hardware,Desktop,Low,72,2025-08-13 16:51:00,2025-08-14 06:20:39.387818,13.5,Closed,Deployment blocker: desktop fails post‑install validation.
10611,IKEA Perth,Network,WiFi,Low,72,2025-08-13 08:57:00,2025-08-15 06:23:45.475731,45.4,Closed,Deployment blocker: wifi fails post‑install validation.
10612,UWA Lab B,Hardware,Laptop,Low,72,2025-08-13 12:14:00,2025-08-14 02:04:13.923581,13.8,Closed,Performance degradation observed on laptop during peak hours.
10613,UWA Lab B,Hardware,Desktop,High,24,2025-08-13 07:56:00,2025-08-14 13:58:10.628389,30.0,Closed,Desktop not responding; user reports frequent timeouts.
10614,IKEA Perth,Install,Config,Medium,48,2025-08-13 11:12:00,2025-08-14 15:27:57.348725,28.3,Closed,Reported issue with config causing intermittent failures.
10615,Perth Airport T4,Network,AP install,High,24,2025-08-14 09:48:00,2025-08-16 00:14:06.115450,38.4,Closed,Request to configure ap install and verify connectivity.
10616,IKEA Perth,Account,Permissions,Medium,48,2025-08-14 15:31:00,2025-08-14 19:25:04.234843,3.9,Closed,Permissions not responding; user reports frequent timeouts.
10617,UWA Lab A,Hardware,Scanner,Low,72,2025-08-14 10:15:00,2025-08-15 01:02:21.478519,14.8,Closed,"Access error related to scanner, needs privilege review."
10618,Perth Airport T4,Network,AP install,Medium,48,2025-08-14 15:02:00,2025-08-16 10:48:03.934694,43.8,Closed,Deployment blocker: ap install fails post‑install validation.
10619,UWA Lab B,Hardware,Printer,Medium,48,2025-08-14 13:13:00,2025-08-16 10:16:14.602446,45.1,Closed,Request to configure printer and verify connectivity.
10620,Perth Airport T4,Network,WiFi,Medium,48,2025-08-14 16:01:00,2025-08-15 14:51:26.634813,22.8,Closed,Deployment blocker: wifi fails post‑install validation.
10621,UWA Lab B,Account,Permissions,Low,72,2025-08-14 17:29:00,2025-08-15 09:29:12.790556,16.0,Closed,Reported issue with permissions causing intermittent failures.
10622,UWA Lab B,Install,Cabling,High,24,2025-08-14 11:44:00,2025-08-15 13:21:47.428966,25.6,Closed,"Access error related to cabling, needs privilege review."
10623,Perth Airport T4,Hardware,Desktop,Medium,48,2025-08-14 07:32:00,2025-08-15 02:52:32.140941,19.3,Closed,Performance degradation observed on desktop during peak hours.
10624,Perth Airport T4,Network,WiFi,Medium,48,2025-08-14 17:35:00,2025-08-15 17:53:26.927369,24.3,Closed,"Access error related to wifi, needs privilege review."
10625,IKEA Perth,Network,Switch,Medium,48,2025-08-15 16:55:00,2025-08-16 19:17:27.785674,26.4,Closed,Switch not responding; user reports frequent timeouts.
10626,UWA Lab A,Account,Password reset,Medium,48,2025-08-15 08:23:00,2025-08-15 15:23:49.716925,7.0,Closed,Deployment blocker: password reset fails post‑install validation.
10627,UWA Lab B,Hardware,Printer,Medium,48,2025-08-15 15:57:00,2025-08-16 18:57:23.537954,27.0,Closed,"Access error related to printer, needs privilege review."
10628,IKEA Perth,Network,WiFi,High,24,2025-08-15 11:04:00,2025-08-16 15:53:57.012817,28.8,Closed,Request to configure wifi and verify connectivity.
10629,UWA Lab B,Network,AP install,Low,72,2025-08-15 17:01:00,2025-08-16 17:03:30.105164,24.0,Closed,Performance degradation observed on ap install during peak hours.
10630,UWA Lab B,Hardware,Desktop,Low,72,2025-08-15 08:01:00,2025-08-15 16:06:59.944761,8.1,Closed,Desktop not responding; user reports frequent timeouts.
10631,UWA Lab B,Install,Site survey,Medium,48,2025-08-15 12:31:00,2025-08-16 13:29:54.810361,25.0,Closed,Performance degradation observed on site survey during peak hours.
10632,UWA Lab B,Install,Config,Low,72,2025-08-16 14:23:00,2025-08-18 05:44:10.282308,39.4,Closed,Reported issue with config causing intermittent failures.
10633,UWA Lab B,Network,Switch,Urgent,8,2025-08-16 09:45:00,2025-08-18 05:57:28.975665,44.2,Closed,Switch not responding; user reports frequent timeouts.
10634,IKEA Perth,Install,Rack,Low,72,2025-08-16 09:13:00,2025-08-17 21:31:28.719224,36.3,Closed,Reported issue with rack causing intermittent failures.
10635,IKEA Perth,Account,MFA,Medium,48,2025-08-16 09:34:00,2025-08-16 18:54:19.285146,9.3,Closed,Reported issue with mfa causing intermittent failures.
10636,IKEA Perth,Hardware,Scanner,High,24,2025-08-16 15:32:00,2025-08-17 16:16:30.213603,24.7,Closed,Performance degradation observed on scanner during peak hours.
10637,IKEA Perth,Network,Switch,High,24,2025-08-16 14:21:00,2025-08-17 20:01:06.587957,29.7,Closed,Performance degradation observed on switch during peak hours.
10638,Perth Airport T4,Install,Rack,Low,72,2025-08-17 08:20:00,,,Open,Performance degradation observed on rack during peak hours.
10639,UWA Lab A,Network,AP install,Low,72,2025-08-17 17:42:00,2025-08-20 07:19:09.204602,61.6,Closed,"Access error related to ap install, needs privilege review."
10640,UWA Lab A,Hardware,Scanner,Medium,48,2025-08-17 13:09:00,2025-08-18 05:07:02.985245,16.0,Closed,Deployment blocker: scanner fails post‑install validation.
10641,Perth Airport T4,Network,Switch,Low,72,2025-08-17 14:55:00,2025-08-18 14:10:07.794282,23.3,Closed,Switch not responding; user reports frequent timeouts.
10642,UWA Lab B,Account,MFA,Low,72,2025-08-18 13:08:00,2025-08-19 01:47:17.515980,12.7,Closed,"Access error related to mfa, needs privilege review."
10643,UWA Lab A,Network,AP install,Medium,48,2025-08-18 12:04:00,2025-08-18 23:06:49.770276,11.0,Closed,"Access error related to ap install, needs privilege review."
10644,Perth Airport T4,Account,Password reset,Medium,48,2025-08-18 16:48:00,2025-08-19 06:07:55.096916,13.3,Closed,Password reset not responding; user reports frequent timeouts.
10645,UWA Lab A,Network,VPN,Medium,48,2025-08-18 16:19:00,2025-08-20 14:33:20.098906,46.2,Closed,Performance degradation observed on vpn during peak hours.
10646,IKEA Perth,Network,WiFi,Low,72,2025-08-19 17:42:00,2025-08-21 04:02:38.444141,34.3,Closed,Deployment blocker: wifi fails post‑install validation.
10647,Perth Airport T4,Network,AP install,Low,72,2025-08-19 08:38:00,2025-08-20 04:55:48.763929,20.3,Closed,"Access error related to ap install, needs privilege review."
10648,UWA Lab A,Hardware,Scanner,Medium,48,2025-08-19 16:01:00,2025-08-20 07:12:10.166541,15.2,Closed,Scanner not responding; user reports frequent timeouts.
10649,UWA Lab A,Hardware,Desktop,Medium,48,2025-08-19 12:10:00,,,Open,Request to configure desktop and verify connectivity.
10650,Perth Airport T4,Hardware,Laptop,Low,72,2025-08-19 17:11:00,2025-08-19 19:32:43.076054,2.4,Closed,"Access error related to laptop, needs privilege review."
10651,UWA Lab A,Account,Permissions,High,24,2025-08-19 17:51:00,2025-08-20 00:50:42.615224,7.0,Closed,Performance degradation observed on permissions during peak hours.
10652,IKEA Perth,Network,Switch,Low,72,2025-08-20 12:58:00,2025-08-21 06:36:24.614135,17.6,Closed,Reported issue with switch causing intermittent failures.
10653,IKEA Perth,Network,AP install,High,24,2025-08-20 15:54:00,2025-08-21 22:26:22.297585,30.5,Closed,"Access error related to ap install, needs privilege review."
10654,UWA Lab B,Account,Password reset,Medium,48,2025-08-20 14:22:00,2025-08-21 08:12:14.108608,17.8,Closed,Request to configure password reset and verify connectivity.
10655,UWA Lab A,Network,VPN,Low,72,2025-08-20 08:14:00,2025-08-21 12:45:18.652622,28.5,Closed,Performance degradation observed on vpn during peak hours.
10656,UWA Lab A,Network,AP install,Low,72,2025-08-20 08:04:00,,,Open,Deployment blocker: ap install fails post‑install validation.
10657,IKEA Perth,Account,Password reset,Low,72,2025-08-20 15:37:00,,,Open,Reported issue with password reset causing intermittent failures.
10658,Perth Airport T4,Install,Cabling,Low,72,2025-08-20 16:57:00,2025-08-22 09:29:08.794129,40.5,Closed,Performance degradation observed on cabling during peak hours.
10659,IKEA Perth,Network,WiFi,High,24,2025-08-20 16:22:00,2025-08-21 23:44:27.647497,31.4,Closed,"Access error related to wifi, needs privilege review."
10660,IKEA Perth,Account,Permissions,Medium,48,2025-08-20 15:13:00,2025-08-21 09:18:45.996016,18.1,Closed,Request to configure permissions and verify connectivity.
10661,Perth Airport T4,Install,Cabling,High,24,2025-08-21 14:23:00,2025-08-22 21:24:21.519828,31.0,Closed,Cabling not responding; user reports frequent timeouts.
10662,IKEA Perth,Hardware,Printer,High,24,2025-08-21 13:07:00,2025-08-22 16:58:35.025964,27.9,Closed,Request to configure printer and verify connectivity.
10663,IKEA Perth,Network,WiFi,Medium,48,2025-08-21 11:35:00,2025-08-22 12:50:40.143809,25.3,Closed,Reported issue with wifi causing intermittent failures.
10664,UWA Lab B,Network,WiFi,Low,72,2025-08-21 14:14:00,2025-08-22 09:26:33.992114,19.2,Closed,Request to configure wifi and verify connectivity.
10665,IKEA Perth,Install,Config,High,24,2025-08-21 14:43:00,2025-08-22 14:03:22.863142,23.3,Closed,Reported issue with config causing intermittent failures.
10666,Perth Airport T4,Install,Config,Medium,48,2025-08-21 16:06:00,2025-08-22 12:57:18.039954,20.9,Closed,Config not responding; user reports frequent timeouts.
10667,UWA Lab A,Network,AP install,Low,72,2025-08-21 13:07:00,2025-08-22 11:14:14.697370,22.1,Closed,Deployment blocker: ap install fails post‑install validation.
10668,UWA Lab A,Account,MFA,High,24,2025-08-21 17:38:00,2025-08-22 07:45:31.857285,14.1,Closed,Deployment blocker: mfa fails post‑install validation.
10669,Perth Airport T4,Network,VPN,Low,72,2025-08-22 10:40:00,2025-08-22 20:25:34.199744,9.8,Closed,Reported issue with vpn causing intermittent failures.
10670,Perth Airport T4,Network,WiFi,Medium,48,2025-08-22 12:09:00,2025-08-23 17:51:58.982197,29.7,Closed,"Access error related to wifi, needs privilege review."
10671,UWA Lab B,Network,WiFi,High,24,2025-08-22 17:31:00,2025-08-24 01:20:49.995546,31.8,Closed,Request to configure wifi and verify connectivity.
10672,Perth Airport T4,Hardware,Printer,Urgent,8,2025-08-22 13:28:00,2025-08-23 16:52:16.781130,27.4,Closed,Reported issue with printer causing intermittent failures.
10673,IKEA Perth,Network,Switch,Medium,48,2025-08-22 14:48:00,2025-08-24 12:38:56.126012,45.8,Closed,Performance degradation observed on switch during peak hours.
10674,UWA Lab B,Hardware,Scanner,Medium,48,2025-08-22 16:24:00,2025-08-23 11:31:41.888259,19.1,Closed,Request to configure scanner and verify connectivity.
10675,UWA Lab A,Account,MFA,Low,72,2025-08-22 09:53:00,2025-08-22 18:46:24.088531,8.9,Closed,Performance degradation observed on mfa during peak hours.
10676,UWA Lab B,Hardware,Laptop,Low,72,2025-08-22 17:15:00,2025-08-23 06:16:27.458194,13.0,Closed,Performance degradation observed on laptop during peak hours.
10677,Perth Airport T4,Network,WiFi,High,24,2025-08-22 15:20:00,,,Open,Performance degradation observed on wifi during peak hours.
10678,UWA Lab A,Hardware,Scanner,Low,72,2025-08-23 16:24:00,2025-08-24 07:21:01.994851,15.0,Closed,Reported issue with scanner causing intermittent failures.
10679,IKEA Perth,Install,Cabling,Low,72,2025-08-23 17:21:00,2025-08-24 13:23:26.833507,20.0,Closed,Request to configure cabling and verify connectivity.
10680,IKEA Perth,Network,VPN,Medium,48,2025-08-23 15:13:00,2025-08-24 23:16:35.447069,32.1,Closed,Reported issue with vpn causing intermittent failures.
10681,IKEA Perth,Network,VPN,Medium,48,2025-08-23 16:06:00,2025-08-24 09:27:30.876383,17.4,Closed,Request to configure vpn and verify connectivity.
10682,UWA Lab B,Network,VPN,Low,72,2025-08-23 11:27:00,2025-08-24 13:18:53.612246,25.9,Closed,Request to configure vpn and verify connectivity.
10683,UWA Lab B,Hardware,Laptop,Medium,48,2025-08-24 07:40:00,2025-08-24 17:18:37.192934,9.6,Closed,Laptop not responding; user reports frequent timeouts.
10684,UWA Lab B,Hardware,Desktop,Low,72,2025-08-24 13:59:00,2025-08-24 23:06:57.264971,9.1,Closed,Performance degradation observed on desktop during peak hours.
10685,UWA Lab A,Network,AP install,Medium,48,2025-08-24 17:48:00,2025-08-25 11:28:48.280025,17.7,Closed,Deployment blocker: ap install fails post‑install validation.
10686,IKEA Perth,Network,WiFi,High,24,2025-08-25 10:25:00,2025-08-27 20:17:50.963250,57.9,Closed,WiFi not responding; user reports frequent timeouts.
10687,UWA Lab A,Network,AP install,Medium,48,2025-08-25 13:27:00,2025-08-26 20:21:27.697425,30.9,Closed,Reported issue with ap install causing intermittent failures.
10688,IKEA Perth,Network,Switch,Low,72,2025-08-25 17:54:00,,,Open,Performance degradation observed on switch during peak hours.
10689,Perth Airport T4,Hardware,Printer,High,24,2025-08-25 08:57:00,2025-08-26 15:24:48.650757,30.5,Closed,Request to configure printer and verify connectivity.
10690,IKEA Perth,Hardware,Desktop,Low,72,2025-08-26 16:49:00,2025-08-27 07:39:31.325256,14.8,Closed,Request to configure desktop and verify connectivity.
10691,IKEA Perth,Hardware,Printer,Medium,48,2025-08-26 12:21:00,2025-08-26 16:28:05.165470,4.1,Closed,Performance degradation observed on printer during peak hours.
10692,UWA Lab B,Hardware,Desktop,Low,72,2025-08-26 13:16:00,2025-08-27 08:43:42.146068,19.5,Closed,Reported issue with desktop causing intermittent failures.
10693,Perth Airport T4,Hardware,Laptop,Low,72,2025-08-26 17:15:00,2025-08-27 12:02:24.423364,18.8,Closed,Laptop not responding; user reports frequent timeouts.
10694,UWA Lab A,Network,Switch,Low,72,2025-08-26 17:51:00,2025-08-28 01:15:34.525253,31.4,Closed,Performance degradation observed on switch during peak hours.
10695,UWA Lab A,Install,Rack,Medium,48,2025-08-26 12:57:00,2025-08-27 09:15:17.252321,20.3,Closed,Reported issue with rack causing intermittent failures.
10696,UWA Lab B,Install,Config,Low,72,2025-08-27 11:05:00,2025-08-28 20:12:47.588238,33.1,Closed,Config not responding; user reports frequent timeouts.
10697,UWA Lab B,Network,AP install,Medium,48,2025-08-27 17:26:00,2025-08-28 16:04:38.984298,22.6,Closed,Request to configure ap install and verify connectivity.
10698,UWA Lab B,Install,Config,Medium,48,2025-08-27 08:52:00,2025-08-28 11:41:53.728114,26.8,Closed,Request to configure config and verify connectivity.
10699,UWA Lab B,Hardware,Laptop,Medium,48,2025-08-27 12:29:00,2025-08-28 04:04:42.584375,15.6,Closed,Reported issue with laptop causing intermittent failures.
10700,UWA Lab B,Account,Password reset,High,24,2025-08-27 12:36:00,2025-08-28 02:11:00.884869,13.6,Closed,Password reset not responding; user reports frequent timeouts.
10701,UWA Lab B,Network,AP install,High,24,2025-08-27 14:55:00,2025-08-29 02:41:53.347278,35.8,Closed,Request to configure ap install and verify connectivity.
10702,UWA Lab A,Network,Switch,Low,72,2025-08-27 16:14:00,,,Open,Reported issue with switch causing intermittent failures.
10703,Perth Airport T4,Install,Rack,Urgent,8,2025-08-27 09:03:00,2025-08-28 17:47:44.433216,32.7,Closed,Deployment blocker: rack fails post‑install validation.
